flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
MP8052,MP,BAQ,DPS,2025-07-12 18:00:00,2025-07-12 22:00:00,A320,On Time,D39,2025-07-12,schedule,scheduled,240.0
FZ2971,FZ,CNX,DTW,2025-07-12 22:00:00,2025-07-13 00:15:00,A350,Cancelled,D9,2025-07-12,schedule,scheduled,135.0
IC8584,IC,TNN,DVO,2025-07-12 17:15:00,2025-07-12 20:15:00,B737,Delayed,B41,2025-07-12,schedule,scheduled,180.0
TP1930,TP,DJE,NGO,2025-07-12 11:45:00,2025-07-12 16:45:00,A350,Delayed,C4,2025-07-12,schedule,scheduled,300.0
FR2261,FR,CGK,MIA,2025-07-12 19:00:00,2025-07-12 23:30:00,A350,Cancelled,A7,2025-07-12,schedule,scheduled,270.0
SW9326,SW,LXR,CNF,2025-07-12 16:30:00,2025-07-12 23:15:00,A320,Cancelled,D34,2025-07-12,schedule,scheduled,405.0
HC5991,HC,EZE,CMN,2025-07-12 11:00:00,2025-07-12 14:30:00,B777,Delayed,D25,2025-07-12,schedule,scheduled,210.0
NK7103,NK,RUH,LGA,2025-07-12 14:30:00,2025-07-12 17:45:00,A320,Cancelled,D13,2025-07-12,schedule,scheduled,195.0
JJ9928,JJ,JNB,MNL,2025-07-12 08:00:00,2025-07-12 13:15:00,A320,Delayed,D42,2025-07-12,schedule,scheduled,315.0
G3231,G3,MZG,ELG,2025-07-12 17:00:00,2025-07-12 19:45:00,B777,Cancelled,B28,2025-07-12,schedule,scheduled,165.0
AY7114,AY,AUH,GMP,2025-07-12 16:15:00,2025-07-12 19:15:00,B787,Scheduled,D40,2025-07-12,schedule,scheduled,180.0
LP4214,LP,SCY,CTS,2025-07-12 23:15:00,2025-07-13 00:45:00,B737,Scheduled,A11,2025-07-12,schedule,scheduled,90.0
LO3573,LO,SSH,TTU,2025-07-12 09:45:00,2025-07-12 11:00:00,A320,Cancelled,B22,2025-07-12,schedule,scheduled,75.0
VA3283,VA,SHC,ZCO,2025-07-12 15:00:00,2025-07-12 16:45:00,B787,Delayed,D32,2025-07-12,schedule,scheduled,105.0
TG1331,TG,FEZ,YHZ,2025-07-12 07:15:00,2025-07-12 11:00:00,A350,Cancelled,C44,2025-07-12,schedule,scheduled,225.0
MS9940,MS,MLX,RPN,2025-07-12 06:45:00,2025-07-12 11:15:00,A350,On Time,B24,2025-07-12,schedule,scheduled,270.0
W62826,W6,DMM,MED,2025-07-12 17:45:00,2025-07-12 19:00:00,B777,Cancelled,D16,2025-07-12,schedule,scheduled,75.0
U24264,U2,DFW,GMB,2025-07-12 23:00:00,2025-07-13 03:30:00,B777,Cancelled,D24,2025-07-12,schedule,scheduled,270.0
KE6272,KE,ZCO,PUQ,2025-07-12 09:00:00,2025-07-12 13:30:00,A320,Cancelled,D3,2025-07-12,schedule,scheduled,270.0
F94682,F9,LIS,HFA,2025-07-12 11:45:00,2025-07-12 18:30:00,B787,On Time,B1,2025-07-12,schedule,scheduled,405.0
AS6983,AS,OUD,KRR,2025-07-12 10:15:00,2025-07-12 14:15:00,B737,Scheduled,A20,2025-07-12,schedule,scheduled,240.0
P51216,P5,IPC,CMN,2025-07-12 21:45:00,2025-07-13 00:45:00,B777,Delayed,A26,2025-07-12,schedule,scheduled,180.0
WN227,WN,CTG,ARN,2025-07-12 08:00:00,2025-07-12 11:15:00,B787,Cancelled,B36,2025-07-12,schedule,scheduled,195.0
LA4336,LA,PPS,DXB,2025-07-12 09:45:00,2025-07-12 12:15:00,B777,Delayed,A15,2025-07-12,schedule,scheduled,150.0
6E6382,6E,KHH,TCP,2025-07-13 00:45:00,2025-07-13 06:45:00,A320,Scheduled,B20,2025-07-12,schedule,scheduled,360.0
PK8418,PK,CTU,TAB,2025-07-12 23:00:00,2025-07-13 04:00:00,A350,Cancelled,D19,2025-07-12,schedule,scheduled,300.0
F88630,F8,RMQ,EWR,2025-07-13 00:30:00,2025-07-13 01:45:00,B787,Scheduled,B12,2025-07-12,schedule,scheduled,75.0
XG7129,XG,LAS,TAG,2025-07-12 07:45:00,2025-07-12 11:00:00,B777,Cancelled,B27,2025-07-12,schedule,scheduled,195.0
HV1150,HV,GRJ,ARN,2025-07-12 17:45:00,2025-07-12 20:15:00,B737,Scheduled,B7,2025-07-12,schedule,scheduled,150.0
TP3642,TP,BOM,KUL,2025-07-12 15:45:00,2025-07-12 20:45:00,B787,On Time,D49,2025-07-12,schedule,scheduled,300.0
JU4864,JU,ILR,PVR,2025-07-12 19:30:00,2025-07-12 23:00:00,B737,Delayed,D26,2025-07-12,schedule,scheduled,210.0
MH5324,MH,IBA,AHB,2025-07-12 19:45:00,2025-07-13 01:30:00,B787,Delayed,C9,2025-07-12,schedule,scheduled,345.0
QR5270,QR,SVO,DME,2025-07-12 10:00:00,2025-07-12 12:15:00,B787,Scheduled,D5,2025-07-12,schedule,scheduled,135.0
SV8129,SV,LIM,KAN,2025-07-12 21:15:00,2025-07-12 23:45:00,A320,Scheduled,D30,2025-07-12,schedule,scheduled,150.0
SA7495,SA,DME,FOR,2025-07-12 06:00:00,2025-07-12 08:15:00,A350,Delayed,C30,2025-07-12,schedule,scheduled,135.0
NH2702,NH,RMF,ILO,2025-07-12 06:15:00,2025-07-12 11:45:00,B737,Delayed,D6,2025-07-12,schedule,scheduled,330.0
RO4253,RO,LTX,CYI,2025-07-12 21:45:00,2025-07-13 00:00:00,B737,Cancelled,D28,2025-07-12,schedule,scheduled,135.0
I58974,I5,XMS,HFA,2025-07-12 22:45:00,2025-07-13 04:15:00,B737,On Time,B3,2025-07-12,schedule,scheduled,330.0
WS636,WS,ROT,LED,2025-07-12 17:30:00,2025-07-12 20:15:00,A350,Cancelled,A22,2025-07-12,schedule,scheduled,165.0
CX4211,CX,NQN,TAG,2025-07-12 10:30:00,2025-07-12 11:45:00,A350,Scheduled,C36,2025-07-12,schedule,scheduled,75.0
YM3726,YM,SAW,AUH,2025-07-12 08:15:00,2025-07-12 11:30:00,B777,Delayed,A3,2025-07-12,schedule,scheduled,195.0
IB7458,IB,TCQ,BGW,2025-07-12 21:30:00,2025-07-13 03:45:00,A320,Cancelled,A4,2025-07-12,schedule,scheduled,375.0
JL9828,JL,CUC,PLZ,2025-07-12 12:45:00,2025-07-12 17:30:00,B787,Delayed,B36,2025-07-12,schedule,scheduled,285.0
TP6366,TP,PPS,YHZ,2025-07-12 23:45:00,2025-07-13 06:15:00,B737,Cancelled,C16,2025-07-12,schedule,scheduled,390.0
AZ7815,AZ,ETM,KMI,2025-07-12 12:30:00,2025-07-12 19:15:00,B787,Delayed,A7,2025-07-12,schedule,scheduled,405.0
QF5920,QF,XNH,YQB,2025-07-13 00:45:00,2025-07-13 05:45:00,B777,Cancelled,A11,2025-07-12,schedule,scheduled,300.0
FD735,FD,AYP,AQP,2025-07-12 18:15:00,2025-07-13 01:00:00,A350,Scheduled,A2,2025-07-12,schedule,scheduled,405.0
FD3030,FD,COR,NPE,2025-07-12 20:30:00,2025-07-13 02:30:00,B737,Delayed,D50,2025-07-12,schedule,scheduled,360.0
OK7477,OK,SZX,ERH,2025-07-12 20:00:00,2025-07-13 02:00:00,A320,Cancelled,D32,2025-07-12,schedule,scheduled,360.0
TP6891,TP,LXR,TAB,2025-07-12 09:45:00,2025-07-12 11:00:00,A320,Scheduled,A45,2025-07-12,schedule,scheduled,75.0
I56957,I5,PIU,KMI,2025-07-12 22:15:00,2025-07-13 03:00:00,A350,Cancelled,A50,2025-07-12,schedule,scheduled,285.0
WN1572,WN,CUC,SLL,2025-07-12 14:30:00,2025-07-12 16:30:00,A320,Delayed,A32,2025-07-12,schedule,scheduled,120.0
PX6425,PX,BRC,XMS,2025-07-12 12:15:00,2025-07-12 17:15:00,B737,On Time,B16,2025-07-12,schedule,scheduled,300.0
SY5209,SY,EMY,CAI,2025-07-12 14:00:00,2025-07-12 17:15:00,B737,Scheduled,B27,2025-07-12,schedule,scheduled,195.0
DJ7902,DJ,GRJ,BOS,2025-07-12 09:00:00,2025-07-12 14:00:00,A350,Scheduled,A43,2025-07-12,schedule,scheduled,300.0
UK6191,UK,JUL,GDQ,2025-07-12 18:15:00,2025-07-12 21:30:00,A350,Cancelled,A10,2025-07-12,schedule,scheduled,195.0
HV5124,HV,MEX,DMK,2025-07-12 14:15:00,2025-07-12 20:00:00,A320,Delayed,B27,2025-07-12,schedule,scheduled,345.0
F99034,F9,CAN,MEL,2025-07-12 17:45:00,2025-07-12 21:30:00,B777,Delayed,B27,2025-07-12,schedule,scheduled,225.0
W63850,W6,TAE,GZT,2025-07-12 08:30:00,2025-07-12 11:15:00,A350,Scheduled,C2,2025-07-12,schedule,scheduled,165.0
SV4022,SV,GMB,WCA,2025-07-12 11:30:00,2025-07-12 13:45:00,A350,Scheduled,D29,2025-07-12,schedule,scheduled,135.0
OK6424,OK,HMO,CJU,2025-07-13 00:00:00,2025-07-13 05:30:00,A350,On Time,A47,2025-07-12,schedule,scheduled,330.0
SQ9751,SQ,WLG,OCC,2025-07-12 11:45:00,2025-07-12 17:00:00,A350,Scheduled,A21,2025-07-12,schedule,scheduled,315.0
PC6106,PC,XMN,WAW,2025-07-12 12:15:00,2025-07-12 18:00:00,A320,Scheduled,A8,2025-07-12,schedule,scheduled,345.0
AI5065,AI,PPS,IQT,2025-07-12 08:30:00,2025-07-12 13:00:00,A350,Cancelled,C10,2025-07-12,schedule,scheduled,270.0
EY1572,EY,ADL,NKG,2025-07-12 08:00:00,2025-07-12 14:45:00,B777,Delayed,D35,2025-07-12,schedule,scheduled,405.0
AF7716,AF,ZCO,AKL,2025-07-12 17:15:00,2025-07-12 19:15:00,B777,Cancelled,B33,2025-07-12,schedule,scheduled,120.0
VJ6030,VJ,IVC,CDG,2025-07-12 09:15:00,2025-07-12 12:15:00,A320,Delayed,C17,2025-07-12,schedule,scheduled,180.0
UU9349,UU,AGA,NPL,2025-07-12 14:15:00,2025-07-12 16:30:00,B737,Scheduled,D22,2025-07-12,schedule,scheduled,135.0
P55920,P5,PNQ,IGR,2025-07-12 16:15:00,2025-07-12 22:30:00,A350,Delayed,B8,2025-07-12,schedule,scheduled,375.0
RJ6610,RJ,DLM,OCC,2025-07-12 22:30:00,2025-07-13 04:30:00,B787,Delayed,C50,2025-07-12,schedule,scheduled,360.0
FR7172,FR,LST,GRJ,2025-07-12 15:30:00,2025-07-12 16:45:00,B737,On Time,B27,2025-07-12,schedule,scheduled,75.0
MP2265,MP,ROV,WCA,2025-07-12 08:00:00,2025-07-12 09:00:00,B777,On Time,D5,2025-07-12,schedule,scheduled,60.0
RO9177,RO,LIM,COK,2025-07-12 09:45:00,2025-07-12 15:45:00,A320,On Time,A24,2025-07-12,schedule,scheduled,360.0
QR8309,QR,RUH,CUN,2025-07-12 19:30:00,2025-07-12 21:30:00,A320,Delayed,C4,2025-07-12,schedule,scheduled,120.0
OS2008,OS,NPL,CNF,2025-07-12 06:30:00,2025-07-12 11:00:00,A350,Delayed,C6,2025-07-12,schedule,scheduled,270.0
OZ4973,OZ,FEZ,NPL,2025-07-12 08:45:00,2025-07-12 11:00:00,B777,Scheduled,D30,2025-07-12,schedule,scheduled,135.0
I52690,I5,AUH,NJF,2025-07-12 21:15:00,2025-07-12 23:00:00,B777,Cancelled,B25,2025-07-12,schedule,scheduled,105.0
ME1804,ME,LXR,DPS,2025-07-12 12:30:00,2025-07-12 18:30:00,B787,On Time,B3,2025-07-12,schedule,scheduled,360.0
VY7352,VY,TSN,SFO,2025-07-12 19:45:00,2025-07-12 22:45:00,A320,Cancelled,A41,2025-07-12,schedule,scheduled,180.0
PC9599,PC,CAI,HRG,2025-07-12 06:00:00,2025-07-12 08:00:00,A350,On Time,D14,2025-07-12,schedule,scheduled,120.0
SY6130,SY,KZN,WLG,2025-07-12 17:30:00,2025-07-12 18:45:00,B777,Scheduled,B19,2025-07-12,schedule,scheduled,75.0
MP2751,MP,REC,HFA,2025-07-12 10:45:00,2025-07-12 13:30:00,A350,Cancelled,B7,2025-07-12,schedule,scheduled,165.0
FR5704,FR,YHZ,ICN,2025-07-12 21:15:00,2025-07-13 02:15:00,B737,On Time,D36,2025-07-12,schedule,scheduled,300.0
BR2659,BR,OUD,TUN,2025-07-12 06:00:00,2025-07-12 08:45:00,A350,Delayed,B41,2025-07-12,schedule,scheduled,165.0
SK3627,SK,ASW,CJU,2025-07-12 15:45:00,2025-07-12 16:45:00,A320,Delayed,A33,2025-07-12,schedule,scheduled,60.0
AA4717,AA,TLV,BRU,2025-07-12 14:30:00,2025-07-12 19:30:00,B737,Delayed,C27,2025-07-12,schedule,scheduled,300.0
SY6458,SY,CGK,XNH,2025-07-12 14:00:00,2025-07-12 18:00:00,B787,Cancelled,B44,2025-07-12,schedule,scheduled,240.0
VJ8341,VJ,EZE,GDQ,2025-07-12 08:45:00,2025-07-12 11:45:00,B787,Scheduled,C11,2025-07-12,schedule,scheduled,180.0
D84770,D8,HEL,MQP,2025-07-12 10:00:00,2025-07-12 12:00:00,B777,Scheduled,B14,2025-07-12,schedule,scheduled,120.0
MP9593,MP,SJD,SZX,2025-07-12 08:15:00,2025-07-12 13:30:00,A350,Cancelled,C44,2025-07-12,schedule,scheduled,315.0
AC6469,AC,EIL,BFN,2025-07-12 11:45:00,2025-07-12 12:45:00,B737,Delayed,C44,2025-07-12,schedule,scheduled,60.0
HC1858,HC,HMO,SSA,2025-07-12 15:15:00,2025-07-12 22:00:00,B777,On Time,C30,2025-07-12,schedule,scheduled,405.0
AI2634,AI,MLX,OSL,2025-07-12 11:45:00,2025-07-12 14:30:00,A350,Cancelled,A5,2025-07-12,schedule,scheduled,165.0
CX6938,CX,CDG,ARN,2025-07-12 11:15:00,2025-07-12 17:00:00,B737,Scheduled,B47,2025-07-12,schedule,scheduled,345.0
MP3981,MP,CMN,GRJ,2025-07-12 22:00:00,2025-07-13 03:45:00,B787,Delayed,B40,2025-07-12,schedule,scheduled,345.0
MP9367,MP,UIO,LED,2025-07-12 06:30:00,2025-07-12 12:30:00,A350,Scheduled,B14,2025-07-12,schedule,scheduled,360.0
SW5151,SW,HKT,SLL,2025-07-12 18:15:00,2025-07-13 01:00:00,B787,Scheduled,C49,2025-07-12,schedule,scheduled,405.0
W57069,W5,GIG,ATF,2025-07-12 10:45:00,2025-07-12 17:30:00,A350,On Time,A5,2025-07-12,schedule,scheduled,405.0
MS4039,MS,CTS,COR,2025-07-12 22:30:00,2025-07-13 04:30:00,A320,Delayed,A32,2025-07-12,schedule,scheduled,360.0
SB5190,SB,BGW,CDG,2025-07-12 09:45:00,2025-07-12 14:00:00,A320,Cancelled,B44,2025-07-12,schedule,scheduled,255.0
NZ6528,NZ,MSP,RPN,2025-07-12 22:45:00,2025-07-13 03:00:00,B777,On Time,B36,2025-07-12,schedule,scheduled,255.0
SJ6651,SJ,MCO,DWC,2025-07-12 10:45:00,2025-07-12 12:30:00,B787,Cancelled,A31,2025-07-12,schedule,scheduled,105.0
TT9707,TT,SCY,SIN,2025-07-12 18:15:00,2025-07-13 00:15:00,B777,Delayed,B48,2025-07-12,schedule,scheduled,360.0
JL258,JL,NPE,KUL,2025-07-12 17:15:00,2025-07-12 20:30:00,A350,Cancelled,D41,2025-07-12,schedule,scheduled,195.0
JL2680,JL,GPS,HYD,2025-07-12 21:45:00,2025-07-13 04:00:00,B737,Delayed,D47,2025-07-12,schedule,scheduled,375.0
ZX647,ZX,ATF,YEG,2025-07-12 23:15:00,2025-07-13 01:15:00,B777,Delayed,A3,2025-07-12,schedule,scheduled,120.0
AZ5778,AZ,YYC,RMF,2025-07-12 16:00:00,2025-07-12 18:45:00,A320,Delayed,A42,2025-07-12,schedule,scheduled,165.0
I57742,I5,JUJ,CHM,2025-07-13 00:15:00,2025-07-13 06:15:00,A320,Delayed,A43,2025-07-12,schedule,scheduled,360.0
FJ8814,FJ,FRA,OUD,2025-07-12 07:00:00,2025-07-12 09:30:00,B777,Scheduled,D47,2025-07-12,schedule,scheduled,150.0
BT4826,BT,TSN,KSW,2025-07-12 13:30:00,2025-07-12 17:15:00,B787,Cancelled,A29,2025-07-12,schedule,scheduled,225.0
PD1087,PD,MED,EZE,2025-07-12 14:15:00,2025-07-12 18:15:00,A350,Delayed,D11,2025-07-12,schedule,scheduled,240.0
IC7798,IC,MUC,TCP,2025-07-12 21:30:00,2025-07-13 04:00:00,A350,On Time,B27,2025-07-12,schedule,scheduled,390.0
AV5066,AV,CAI,ADL,2025-07-12 16:45:00,2025-07-12 19:00:00,A320,Scheduled,C15,2025-07-12,schedule,scheduled,135.0
SJ1978,SJ,YYZ,RUH,2025-07-12 12:30:00,2025-07-12 18:00:00,A320,Cancelled,A16,2025-07-12,schedule,scheduled,330.0
ME9988,ME,PHL,ENU,2025-07-12 10:00:00,2025-07-12 12:30:00,B737,Cancelled,C11,2025-07-12,schedule,scheduled,150.0
FZ8923,FZ,GDL,EMY,2025-07-12 06:15:00,2025-07-12 08:45:00,B777,Delayed,B3,2025-07-12,schedule,scheduled,150.0
MH7024,MH,WJU,CWB,2025-07-12 06:00:00,2025-07-12 07:00:00,B777,Scheduled,A9,2025-07-12,schedule,scheduled,60.0
BT9236,BT,UIO,OCC,2025-07-13 00:45:00,2025-07-13 02:15:00,B787,Delayed,A31,2025-07-12,schedule,scheduled,90.0
AF3988,AF,LED,LGA,2025-07-12 16:15:00,2025-07-12 17:45:00,A320,Scheduled,C29,2025-07-12,schedule,scheduled,90.0
QZ1232,QZ,GDQ,JIJ,2025-07-12 11:15:00,2025-07-12 14:30:00,A320,Cancelled,A8,2025-07-12,schedule,scheduled,195.0
IR8774,IR,BRC,ZAL,2025-07-12 21:15:00,2025-07-13 02:00:00,A320,On Time,A23,2025-07-12,schedule,scheduled,285.0
MH9770,MH,JIJ,SSH,2025-07-12 12:15:00,2025-07-12 15:45:00,B777,Delayed,B43,2025-07-12,schedule,scheduled,210.0
VN6718,VN,TZX,RSU,2025-07-12 09:30:00,2025-07-12 11:30:00,B777,Scheduled,D24,2025-07-12,schedule,scheduled,120.0
TT9466,TT,SYD,AEP,2025-07-12 06:30:00,2025-07-12 09:00:00,A350,Delayed,B45,2025-07-12,schedule,scheduled,150.0
UK2613,UK,ICN,ASW,2025-07-12 16:00:00,2025-07-12 17:00:00,A350,Cancelled,D24,2025-07-12,schedule,scheduled,60.0
SY6705,SY,SCL,MTZ,2025-07-12 15:45:00,2025-07-12 20:45:00,B787,Scheduled,B29,2025-07-12,schedule,scheduled,300.0
LA3408,LA,CAN,PMC,2025-07-12 16:15:00,2025-07-12 18:30:00,B777,Cancelled,D11,2025-07-12,schedule,scheduled,135.0
ME6620,ME,DMM,CNX,2025-07-12 19:00:00,2025-07-12 23:30:00,A320,On Time,A8,2025-07-12,schedule,scheduled,270.0
VN6130,VN,COR,CPT,2025-07-12 18:45:00,2025-07-13 01:30:00,A320,Delayed,A22,2025-07-12,schedule,scheduled,405.0
AI1458,AI,DFW,TLV,2025-07-12 11:15:00,2025-07-12 16:45:00,B777,Cancelled,D3,2025-07-12,schedule,scheduled,330.0
WN8095,WN,BGA,OSL,2025-07-12 15:30:00,2025-07-12 19:15:00,B787,Scheduled,A33,2025-07-12,schedule,scheduled,225.0
DJ6620,DJ,AMD,CAI,2025-07-12 09:15:00,2025-07-12 14:15:00,A350,Cancelled,D15,2025-07-12,schedule,scheduled,300.0
AI6862,AI,MLX,SZX,2025-07-12 07:45:00,2025-07-12 11:15:00,B787,Delayed,D46,2025-07-12,schedule,scheduled,210.0
AF260,AF,AMD,DIR,2025-07-12 19:00:00,2025-07-12 22:45:00,A320,Scheduled,D28,2025-07-12,schedule,scheduled,225.0
JQ5159,JQ,ADB,CTG,2025-07-12 15:15:00,2025-07-12 18:00:00,A350,On Time,B46,2025-07-12,schedule,scheduled,165.0
XG4726,XG,IBA,ZAL,2025-07-12 07:00:00,2025-07-12 08:00:00,B777,On Time,C48,2025-07-12,schedule,scheduled,60.0
PK4619,PK,DEL,AMD,2025-07-12 17:00:00,2025-07-12 19:30:00,B787,Scheduled,C38,2025-07-12,schedule,scheduled,150.0
WJ214,WJ,BKK,DUD,2025-07-12 20:15:00,2025-07-13 00:00:00,A350,Delayed,A30,2025-07-12,schedule,scheduled,225.0
HC1461,HC,JIJ,FUK,2025-07-12 14:45:00,2025-07-12 19:30:00,B737,Cancelled,C6,2025-07-12,schedule,scheduled,285.0
U22158,U2,RMF,SIN,2025-07-12 06:45:00,2025-07-12 07:45:00,B787,Cancelled,D38,2025-07-12,schedule,scheduled,60.0
SV9123,SV,SJD,SSA,2025-07-12 10:00:00,2025-07-12 13:45:00,A350,Delayed,D31,2025-07-12,schedule,scheduled,225.0
SJ2134,SJ,AUH,MFM,2025-07-12 13:30:00,2025-07-12 18:30:00,A320,On Time,B14,2025-07-12,schedule,scheduled,300.0
BL4412,BL,MQX,SFO,2025-07-12 09:00:00,2025-07-12 15:45:00,A320,Scheduled,C4,2025-07-12,schedule,scheduled,405.0
AS4077,AS,TAG,TTT,2025-07-12 12:15:00,2025-07-12 19:00:00,B787,Cancelled,A30,2025-07-12,schedule,scheduled,405.0
P5351,P5,LTX,UFA,2025-07-12 08:30:00,2025-07-12 14:30:00,A320,On Time,A22,2025-07-12,schedule,scheduled,360.0
SW3495,SW,ICN,ATF,2025-07-12 13:45:00,2025-07-12 19:30:00,B787,Scheduled,D8,2025-07-12,schedule,scheduled,345.0
JQ708,JQ,UFA,BOM,2025-07-12 16:15:00,2025-07-12 18:45:00,B787,Delayed,B25,2025-07-12,schedule,scheduled,150.0
WJ5449,WJ,YYZ,FCO,2025-07-12 23:00:00,2025-07-13 03:45:00,A350,On Time,B27,2025-07-12,schedule,scheduled,285.0
JJ2819,JJ,GRU,GMB,2025-07-12 18:00:00,2025-07-12 21:45:00,A320,On Time,B49,2025-07-12,schedule,scheduled,225.0
MH6955,MH,BUD,YOW,2025-07-12 14:45:00,2025-07-12 20:45:00,B737,Scheduled,C49,2025-07-12,schedule,scheduled,360.0
LO1355,LO,CAN,ELG,2025-07-12 11:30:00,2025-07-12 13:30:00,B787,Delayed,B3,2025-07-12,schedule,scheduled,120.0
VJ6430,VJ,SIN,WCA,2025-07-12 10:15:00,2025-07-12 13:45:00,B787,On Time,B23,2025-07-12,schedule,scheduled,210.0
PD8422,PD,BGW,DTW,2025-07-12 18:45:00,2025-07-12 22:30:00,A350,Delayed,C25,2025-07-12,schedule,scheduled,225.0
HC2019,HC,FCO,MDE,2025-07-12 21:30:00,2025-07-13 02:15:00,B787,Cancelled,B40,2025-07-12,schedule,scheduled,285.0
SV4834,SV,ELS,PNQ,2025-07-12 23:45:00,2025-07-13 06:15:00,A350,Delayed,D2,2025-07-12,schedule,scheduled,390.0
HV3754,HV,CGK,KRR,2025-07-12 12:30:00,2025-07-12 17:15:00,B737,On Time,A39,2025-07-12,schedule,scheduled,285.0
UA3388,UA,AUH,YHZ,2025-07-13 00:00:00,2025-07-13 04:30:00,A350,Scheduled,C33,2025-07-12,schedule,scheduled,270.0
DT6977,DT,SCL,TAE,2025-07-12 21:30:00,2025-07-13 01:15:00,B787,Scheduled,B20,2025-07-12,schedule,scheduled,225.0
GA991,GA,AUH,MFK,2025-07-13 00:45:00,2025-07-13 06:30:00,B787,On Time,C2,2025-07-12,schedule,scheduled,345.0
DL9330,DL,CNS,SLA,2025-07-12 08:15:00,2025-07-12 12:15:00,A350,On Time,B5,2025-07-12,schedule,scheduled,240.0
SJ2506,SJ,TLV,EWR,2025-07-12 16:30:00,2025-07-12 19:45:00,A320,Cancelled,C19,2025-07-12,schedule,scheduled,195.0
PX4488,PX,YHM,LHR,2025-07-12 21:30:00,2025-07-13 04:00:00,B787,Cancelled,D14,2025-07-12,schedule,scheduled,390.0
GF6601,GF,ATH,DPS,2025-07-12 19:30:00,2025-07-12 22:30:00,B737,On Time,A28,2025-07-12,schedule,scheduled,180.0
NH6651,NH,OSM,CMN,2025-07-12 17:30:00,2025-07-12 21:30:00,B737,On Time,B5,2025-07-12,schedule,scheduled,240.0
PC2914,PC,HDS,IGR,2025-07-12 09:45:00,2025-07-12 12:45:00,B737,Cancelled,B34,2025-07-12,schedule,scheduled,180.0
JU2456,JU,RMF,CUC,2025-07-13 00:15:00,2025-07-13 07:00:00,A350,Scheduled,D17,2025-07-12,schedule,scheduled,405.0
BT5295,BT,ETM,FEZ,2025-07-12 07:15:00,2025-07-12 11:15:00,A350,Cancelled,D14,2025-07-12,schedule,scheduled,240.0
FJ9159,FJ,BKK,HKG,2025-07-12 21:15:00,2025-07-13 01:00:00,B737,Delayed,B45,2025-07-12,schedule,scheduled,225.0
FD1934,FD,CGY,RPN,2025-07-13 00:30:00,2025-07-13 06:30:00,B737,Cancelled,C41,2025-07-12,schedule,scheduled,360.0
MP6854,MP,DUR,ATH,2025-07-12 16:00:00,2025-07-12 20:00:00,A350,Scheduled,C21,2025-07-12,schedule,scheduled,240.0
UA893,UA,JUJ,DWC,2025-07-12 22:30:00,2025-07-13 00:15:00,B737,Scheduled,B30,2025-07-12,schedule,scheduled,105.0
GA278,GA,CUN,TNG,2025-07-12 19:30:00,2025-07-13 02:15:00,B777,Scheduled,D45,2025-07-12,schedule,scheduled,405.0
I56535,I5,KMG,GIG,2025-07-12 10:15:00,2025-07-12 11:15:00,B777,Delayed,D6,2025-07-12,schedule,scheduled,60.0
UK1620,UK,JUL,SCY,2025-07-12 14:45:00,2025-07-12 18:30:00,A320,Scheduled,A37,2025-07-12,schedule,scheduled,225.0
BA812,BA,IST,KUL,2025-07-12 16:30:00,2025-07-12 17:30:00,B787,On Time,C34,2025-07-12,schedule,scheduled,60.0
G3875,G3,DRW,CJU,2025-07-12 15:15:00,2025-07-12 16:45:00,B737,On Time,B50,2025-07-12,schedule,scheduled,90.0
6E8556,6E,MUC,CNF,2025-07-12 22:30:00,2025-07-13 04:45:00,B777,Cancelled,B8,2025-07-12,schedule,scheduled,375.0
AI7994,AI,CUE,EMY,2025-07-12 14:45:00,2025-07-12 21:15:00,B737,Delayed,D7,2025-07-12,schedule,scheduled,390.0
F97872,F9,MEX,MUH,2025-07-12 15:15:00,2025-07-12 21:15:00,B737,Scheduled,C44,2025-07-12,schedule,scheduled,360.0
P51555,P5,RSU,DRW,2025-07-12 07:30:00,2025-07-12 14:00:00,B737,On Time,B34,2025-07-12,schedule,scheduled,390.0
WF3577,WF,BNE,SVO,2025-07-12 11:00:00,2025-07-12 12:00:00,A350,Cancelled,B5,2025-07-12,schedule,scheduled,60.0
MH7757,MH,DOH,DMK,2025-07-12 22:30:00,2025-07-13 03:15:00,A320,Cancelled,B48,2025-07-12,schedule,scheduled,285.0
QR3128,QR,HIJ,HTY,2025-07-12 18:45:00,2025-07-13 01:15:00,B737,Scheduled,C41,2025-07-12,schedule,scheduled,390.0
LA1372,LA,LGA,RMF,2025-07-12 07:15:00,2025-07-12 08:30:00,A350,Scheduled,A28,2025-07-12,schedule,scheduled,75.0
QR379,QR,MIR,BLR,2025-07-12 06:00:00,2025-07-12 07:30:00,B787,Delayed,A48,2025-07-12,schedule,scheduled,90.0
NZ7858,NZ,TTT,KIX,2025-07-12 23:30:00,2025-07-13 02:00:00,B777,Delayed,B19,2025-07-12,schedule,scheduled,150.0
FZ9830,FZ,GDL,TUN,2025-07-12 06:45:00,2025-07-12 13:30:00,A350,Scheduled,D22,2025-07-12,schedule,scheduled,405.0
WJ9115,WJ,REC,SYD,2025-07-12 17:00:00,2025-07-12 23:15:00,B777,Cancelled,D5,2025-07-12,schedule,scheduled,375.0
KL2526,KL,KAN,RPN,2025-07-12 20:30:00,2025-07-13 00:15:00,B787,Scheduled,C14,2025-07-12,schedule,scheduled,225.0
