icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,data_source,extraction_time,data_timestamp,altitude,speed,heading,region
a1a421,N2046Z,United States,1752334384.0,1752334384,-105.0116,40.453,,True,9.26,340.31,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,9.26,340.31,North America
8881a8,VJC838,Viet Nam,1752334376.0,1752334381,126.9936,36.6629,4876.8,False,203.3,358.26,0.0,,5166.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4876.8,203.3,358.26,Asia
a19ab1,AAY3182,United States,1752334384.0,1752334384,-111.4186,33.4487,2217.42,False,138.57,212.57,-5.2,,2346.96,6505,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2217.42,138.57,212.57,North America
8881a1,BAV262,Viet Nam,1752334339.0,1752334339,105.203,21.002,3070.86,False,148.69,55.43,-7.15,,3185.16,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3070.86,148.69,55.43,Asia
405f9e,GOMAO,United Kingdom,1752334384.0,1752334384,-0.1192,50.8366,487.68,False,66.05,288.15,-0.33,,579.12,3763,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,487.68,66.05,288.15,Europe
a0cac5,N150G,United States,1752334383.0,1752334383,-82.1168,28.5322,739.14,False,96.18,351.7,-4.88,,815.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,739.14,96.18,351.7,North America
7812a4,CHH752,China,1752334383.0,1752334383,58.5704,63.2671,11277.6,False,243.0,100.12,0.33,,11483.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,243.0,100.12,Europe
a4170c,N3627E,United States,1752334322.0,1752334329,-115.3082,35.8325,1363.98,False,45.0,239.04,0.65,,1402.08,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1363.98,45.0,239.04,North America
e480db,GLO9618,Brazil,1752334384.0,1752334384,-38.5971,-4.3824,6431.28,False,201.88,193.86,11.05,,6819.9,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6431.28,201.88,193.86,South America
a1a406,N20457,United States,1752334371.0,1752334371,-82.1965,29.4655,243.84,False,44.17,243.73,1.95,,304.8,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,243.84,44.17,243.73,North America
484186,TRA97F,Kingdom of the Netherlands,1752334384.0,1752334384,4.2815,51.7531,2621.28,False,118.38,339.12,-5.2,,2758.44,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2621.28,118.38,339.12,Europe
ab79d4,N839AL,United States,1752334384.0,1752334385,-82.1034,33.4752,922.02,False,62.81,116.77,-2.28,,960.12,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,922.02,62.81,116.77,North America
a4ada7,C8131,United States,1752334384.0,1752334384,-76.4969,38.5653,1028.7,False,67.67,354.77,0.0,,1089.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1028.7,67.67,354.77,North America
a14104,DAL307,United States,1752334383.0,1752334383,-87.6326,42.2276,8534.4,False,234.14,268.62,0.0,,8953.5,4147,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8534.4,234.14,268.62,North America
a81b9d,N621T,United States,1752334384.0,1752334385,-112.1607,40.8611,1767.84,False,53.38,207.55,-1.3,,1859.28,0370,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1767.84,53.38,207.55,North America
48548c,KLM23R,Kingdom of the Netherlands,1752334384.0,1752334384,3.3328,51.9224,7315.2,False,231.93,233.84,0.0,,7627.62,6264,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7315.2,231.93,233.84,Europe
a08df9,N135CC,United States,1752334211.0,1752334223,-79.7858,25.6089,563.88,False,89.4,100.28,-0.65,,640.08,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,563.88,89.4,100.28,North America
a5373a,N435RT,United States,1752334376.0,1752334384,-80.4384,25.6527,,True,35.04,86.63,0.65,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,35.04,86.63,North America
a4adb3,N400LZ,United States,1752334383.0,1752334383,-86.6222,36.7648,12496.8,False,213.52,149.6,0.0,,13167.36,3130,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12496.8,213.52,149.6,North America
48415e,KLM33K,Kingdom of the Netherlands,1752334384.0,1752334384,3.8856,50.5057,10934.7,False,242.74,207.38,4.55,,11315.7,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10934.7,242.74,207.38,Europe
8881b0,VJC904,Viet Nam,1752334382.0,1752334382,104.6679,20.7254,8138.16,False,237.16,16.51,-2.28,,8694.42,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8138.16,237.16,16.51,Asia
48548e,KLM40E,Kingdom of the Netherlands,1752334384.0,1752334384,14.5645,51.1157,10972.8,False,216.87,286.11,0.0,,11178.54,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,216.87,286.11,Europe
48415f,KLM76H,Kingdom of the Netherlands,1752334383.0,1752334384,-0.4246,45.6396,8221.98,False,221.88,20.49,2.28,,8595.36,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8221.98,221.88,20.49,Europe
7812bf,CXA8523,China,1752334384.0,1752334384,120.7051,26.1399,10088.88,False,237.77,28.28,0.0,,10820.4,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10088.88,237.77,28.28,Asia
a2b10b,UAL2176,United States,1752334383.0,1752334383,-83.5141,33.79,10866.12,False,234.93,154.44,3.9,,11529.06,6251,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10866.12,234.93,154.44,North America
a895eb,UAL958,United States,1752334329.0,1752334329,-87.9118,41.9674,,True,9.77,90.0,,,,0705,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,9.77,90.0,North America
7812ba,GCR7989,China,1752334384.0,1752334384,139.8563,35.4671,548.64,False,81.05,331.16,-5.53,,586.74,0073,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,548.64,81.05,331.16,Asia
4bcda9,SXS8TX,Turkey,1752334383.0,1752334383,6.406,46.4566,11277.6,False,208.99,307.8,0.33,,12001.5,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,208.99,307.8,Europe
4bcda6,SXS8DU,Turkey,1752334384.0,1752334384,27.5362,37.8652,8389.62,False,231.21,345.44,5.2,,8892.54,3471,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8389.62,231.21,345.44,Europe
4bcda4,SXS9H,Turkey,1752334335.0,1752334383,23.3235,40.8902,11582.4,False,225.33,309.91,0.0,,12214.86,3277,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,225.33,309.91,Europe
4bcda2,SXS1TW,Turkey,1752334384.0,1752334384,-0.1056,53.4167,8290.56,False,227.47,287.37,-10.08,,8679.18,3557,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8290.56,227.47,287.37,Europe
4bcdb2,SXS1,Turkey,1752334384.0,1752334384,29.0178,40.9024,11582.4,False,236.22,311.29,0.0,,12283.44,2221,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,236.22,311.29,Europe
a4175d,N3629R,United States,1752334360.0,1752334360,-78.8407,36.6102,624.84,False,53.66,355.6,-3.25,,670.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,624.84,53.66,355.6,North America
a2b112,UAL1626,United States,1752334383.0,1752334384,-113.3453,35.1509,10363.2,False,224.11,239.67,0.0,,10988.04,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,224.11,239.67,North America
484160,KLM1547,Kingdom of the Netherlands,1752334384.0,1752334385,2.7348,49.8497,11887.2,False,233.9,224.91,0.33,,12283.44,2116,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,233.9,224.91,Europe
4bcdb0,SXS6CC,Turkey,1752334384.0,1752334384,19.5873,46.4064,10363.2,False,207.19,285.55,0.0,,10668.0,5367,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10363.2,207.19,285.55,Europe
484163,KLM941,Kingdom of the Netherlands,1752334372.0,1752334372,4.7342,52.3203,,True,11.32,331.88,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,11.32,331.88,Europe
48414d,TRA76K,Kingdom of the Netherlands,1752334381.0,1752334384,4.4923,51.3571,3208.02,False,161.02,53.31,-10.73,,3345.18,5344,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3208.02,161.02,53.31,Europe
48414e,TRA5A,Kingdom of the Netherlands,1752334383.0,1752334384,6.2632,48.5459,12192.0,False,225.49,354.11,0.33,,12542.52,7263,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,225.49,354.11,Europe
4bcdaa,SXS6HT,Turkey,1752334384.0,1752334384,22.2096,41.758,10668.0,False,238.65,134.3,0.0,,12100.56,3236,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,238.65,134.3,Europe
a39445,N33JG,United States,1752334157.0,1752334376,-80.7427,28.5222,190.5,False,53.52,287.91,7.48,,243.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,190.5,53.52,287.91,North America
a39440,N33JB,United States,1752334198.0,1752334198,-111.9844,34.7412,2567.94,False,83.56,38.0,0.33,,2705.1,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2567.94,83.56,38.0,North America
add16d,WUP945,United States,1752334384.0,1752334384,-84.0847,34.3403,10668.0,False,238.19,179.88,-0.33,,11330.94,6614,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,238.19,179.88,North America
4bcdb6,SXS39B,Turkey,1752334385.0,1752334385,18.0357,45.1925,11887.2,False,253.21,121.2,0.0,,12298.68,2221,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,253.21,121.2,Europe
a2b110,UAL1567,United States,1752334359.0,1752334359,-98.7358,20.7139,8023.86,False,248.81,28.26,4.55,,8427.72,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8023.86,248.81,28.26,North America
4bcdb5,SXS6ZM,Turkey,1752334383.0,1752334383,12.2685,50.4386,11064.24,False,229.32,304.58,2.6,,11315.7,3230,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11064.24,229.32,304.58,Europe
7812e7,,China,1752334352.0,1752334361,117.3202,24.1286,9174.48,False,231.2,227.43,0.0,,9852.66,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9174.48,231.2,227.43,Asia
a7fb1c,JIA5091,United States,1752334384.0,1752334384,-76.1335,39.9729,5829.3,False,194.83,264.55,5.53,,6156.96,1661,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5829.3,194.83,264.55,North America
acb18a,JSX8195,United States,1752334384.0,1752334384,-84.3488,33.733,2286.0,False,127.58,89.77,-8.78,,2430.78,2665,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2286.0,127.58,89.77,North America
4bcdac,SXS6FQ,Turkey,1752334384.0,1752334384,25.75,40.6083,11887.2,False,246.76,136.86,0.0,,12573.0,3471,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11887.2,246.76,136.86,Europe
4bcdab,SXS8QH,Turkey,1752334384.0,1752334384,16.8871,47.0658,11582.4,False,219.51,308.05,0.0,,11917.68,3236,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,219.51,308.05,Europe
aa7c95,N775LA,United States,1752334384.0,1752334384,-111.4642,33.2265,2186.94,False,46.4,176.19,2.6,,2293.62,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2186.94,46.4,176.19,North America
c00b7c,JZA685,Canada,1752334385.0,1752334385,-79.989,38.9839,10668.0,False,233.54,8.49,-0.33,,11300.46,3045,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,233.54,8.49,North America
c00b7e,JZA553,Canada,1752334384.0,1752334384,-75.5714,41.924,9753.6,False,207.51,299.23,0.0,,10317.48,2330,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,207.51,299.23,North America
484132,KLM1515,Kingdom of the Netherlands,1752334383.0,1752334384,2.5357,47.0636,10668.0,False,235.89,177.25,0.0,,11071.86,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,235.89,177.25,Europe
a93b25,SCA69,United States,1752334384.0,1752334384,-113.8639,35.7903,3040.38,False,57.21,281.41,0.0,,3208.02,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3040.38,57.21,281.41,North America
abb6b5,FDX5393,United States,1752334383.0,1752334383,6.329,50.8266,4358.64,False,205.3,271.15,14.31,,4518.66,4122,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4358.64,205.3,271.15,Europe
c00b93,JZA567,Canada,1752334384.0,1752334384,-83.4944,35.0176,8732.52,False,205.03,205.41,-5.2,,9265.92,2335,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8732.52,205.03,205.41,North America
a1fdf4,N2274P,United States,1752334197.0,1752334197,-83.0649,40.0854,304.8,False,30.57,226.36,-4.55,,289.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,304.8,30.57,226.36,North America
ac86af,AAL1378,United States,1752334384.0,1752334384,-106.7662,38.5015,11582.4,False,211.13,306.48,0.0,,12146.28,2325,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,211.13,306.48,North America
abec03,SWA2352,United States,1752334384.0,1752334384,-85.6159,31.5235,11277.6,False,234.12,141.06,0.33,,11955.78,1673,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,234.12,141.06,North America
7812eb,CHH7930,China,1752334027.0,1752334109,99.7684,10.4106,10058.4,False,237.5,11.75,0.33,,10721.34,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10058.4,237.5,11.75,Other
abb6b2,N854FA,United States,1752334349.0,1752334352,-88.7459,40.0751,342.9,False,54.33,155.38,-2.93,,335.28,2124,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,342.9,54.33,155.38,North America
aaa9fb,SWA811,United States,1752334384.0,1752334384,-76.7064,38.4955,6073.14,False,207.34,184.13,9.75,,6416.04,6555,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6073.14,207.34,184.13,North America
4aadb2,SEKMR,Sweden,1752334384.0,1752334384,3.6489,52.2228,3048.0,False,54.06,81.79,0.0,,3177.54,6251,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3048.0,54.06,81.79,Europe
a6ee8e,DAL367,United States,1752334384.0,1752334384,-103.7989,39.0174,10668.0,False,242.91,72.37,-0.33,,11186.16,1363,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,242.91,72.37,North America
aacc39,N795SS,United States,1752334384.0,1752334384,-97.9181,32.0706,4907.28,False,204.05,21.91,-11.38,,5166.36,4042,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,4907.28,204.05,21.91,North America
abec0f,CMF2798,United States,1752334383.0,1752334383,-78.1177,38.2196,1493.52,False,74.34,56.86,-1.63,,1600.2,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1493.52,74.34,56.86,North America
4bcda1,SXS8CK,Turkey,1752334384.0,1752334384,17.3653,45.0052,12192.0,False,210.69,287.77,0.0,,12633.96,3217,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,210.69,287.77,Europe
4ca707,RYR5428,Ireland,1752333207.0,1752334384,22.3006,53.315,9105.9,False,235.37,23.99,0.0,,11483.34,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9105.9,235.37,23.99,Europe
4ca708,RYR65CC,Ireland,1752334383.0,1752334383,-2.6246,36.5431,10507.98,False,250.73,107.43,4.55,,11064.24,4511,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10507.98,250.73,107.43,Europe
a0ddfb,AAL3009,United States,1752334384.0,1752334385,-82.6864,35.7204,7627.62,False,212.61,110.54,-6.83,,8084.82,7315,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7627.62,212.61,110.54,North America
ace9ba,DAL527,United States,1752334384.0,1752334384,-85.7203,33.8595,7284.72,False,228.92,289.29,6.5,,7680.96,1773,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7284.72,228.92,289.29,North America
a1a42f,N2047C,United States,1752334383.0,1752334383,-116.3672,43.6949,1493.52,False,67.31,224.07,-2.28,,1554.48,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1493.52,67.31,224.07,North America
ac99ec,N9106Y,United States,1752334384.0,1752334384,-87.5616,41.5273,510.54,False,42.33,159.36,4.23,,472.44,1200,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,510.54,42.33,159.36,North America
4ca703,RYR12GL,Ireland,1752334384.0,1752334384,8.0869,45.4027,3604.26,False,173.7,206.94,-5.2,,3779.52,3547,True,0,opensky,2025-07-12T15:33:07.832100,1752334385,3604.26,173.7,206.94,Europe
484131,KLM83B,Kingdom of the Netherlands,1752334384.0,1752334384,8.5598,47.4631,,True,8.23,165.94,,,,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,8.23,165.94,Europe
4243c3,AZG3237,United Kingdom,1752334384.0,1752334384,7.1093,49.7912,1463.04,False,103.4,31.16,-5.2,,1562.1,3250,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1463.04,103.4,31.16,Europe
4ca700,RYR7EX,Ireland,1752334383.0,1752334384,-0.8388,47.9553,11277.6,False,224.26,221.0,0.0,,11689.08,7657,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,224.26,221.0,Europe
a33dd7,VJA308,United States,1752334383.0,1752334383,-85.5852,44.5355,7505.7,False,231.65,11.66,-5.53,,7825.74,6272,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,7505.7,231.65,11.66,North America
48411d,P4KH5I9,Kingdom of the Netherlands,1752334383.0,1752334383,7.0901,48.0019,12496.8,False,247.81,130.37,-0.33,,12885.42,7562,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12496.8,247.81,130.37,Europe
ae0403,WING79,United States,1752334385.0,1752334385,-78.0156,35.9799,5806.44,False,137.12,63.24,-0.33,,6103.62,4610,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5806.44,137.12,63.24,North America
4016b7,GAVBG,United Kingdom,1752334384.0,1752334384,-5.4624,50.2023,883.92,False,49.1,54.81,1.63,,982.98,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,883.92,49.1,54.81,Europe
4bccba,SXS4C,Turkey,1752334297.0,1752334297,26.9484,38.2454,2842.26,False,137.12,146.01,-5.2,,3025.14,5524,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2842.26,137.12,146.01,Europe
ac741c,AAL2218,United States,1752334384.0,1752334384,-91.1903,37.4831,6705.6,False,229.08,194.04,-0.33,,7063.74,7247,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6705.6,229.08,194.04,North America
ac7429,ASI423,United States,1752334381.0,1752334383,-97.6434,30.9204,1005.84,False,39.63,209.56,0.33,,1051.56,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1005.84,39.63,209.56,North America
78016f,CPA939,China,1752334383.0,1752334384,120.2997,15.6503,6096.0,False,188.78,151.34,-14.63,,6522.72,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,6096.0,188.78,151.34,Asia
c085d5,WJA7,Canada,1752334378.0,1752334382,-8.6592,55.6549,10972.8,False,256.44,331.48,-0.33,,11376.66,6227,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,256.44,331.48,Europe
a82dbd,NKS1486,United States,1752334381.0,1752334384,-77.3375,38.7277,11582.4,False,229.54,224.91,0.0,,12252.96,7345,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11582.4,229.54,224.91,North America
aa7abe,UAL1392,United States,1752334151.0,1752334156,-77.4528,38.945,,True,0.32,0.0,,,,7365,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.32,0.0,North America
aa477b,RPA3406,United States,1752334383.0,1752334383,-84.7706,42.8649,9753.6,False,230.19,261.91,0.0,,10241.28,3522,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9753.6,230.19,261.91,North America
aa343f,FFL374,United States,1752334292.0,1752334293,-90.3341,38.7359,213.36,False,64.08,302.54,-3.9,,198.12,2352,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,213.36,64.08,302.54,North America
a1eafa,N2221R,United States,1752334192.0,1752334232,-81.9958,28.0696,640.08,False,47.43,167.47,-2.93,,739.14,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,640.08,47.43,167.47,North America
a1a497,N205AA,United States,1752334383.0,1752334383,-76.026,41.0304,1402.08,False,80.82,158.33,-7.8,,1501.14,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1402.08,80.82,158.33,North America
8880ee,VJC7238,Viet Nam,1752334081.0,1752334081,108.599,23.0343,9479.28,False,244.12,45.94,0.0,,10149.84,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9479.28,244.12,45.94,Asia
49d61e,BOH111,Czech Republic,1752334378.0,1752334379,13.3334,45.2505,12192.0,False,212.43,319.71,0.65,,12588.24,3730,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,212.43,319.71,Europe
a046a8,ERU117,United States,1752334383.0,1752334384,-80.8845,28.8931,541.02,False,43.47,200.79,0.65,,609.6,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,541.02,43.47,200.79,North America
4ca63a,EIN464,Ireland,1752334383.0,1752334384,-1.2578,46.5984,10668.0,False,234.17,137.76,0.33,,11094.72,0514,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,234.17,137.76,Europe
4ca63b,EIN60G,Ireland,1752334385.0,1752334385,-3.4991,53.4026,9669.78,False,228.09,92.33,6.18,,10081.26,5205,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9669.78,228.09,92.33,Europe
a2b151,UAL1079,United States,1752334383.0,1752334383,-81.1243,24.8166,11277.6,False,233.63,5.56,0.33,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,233.63,5.56,North America
abfdd1,AAL221,United States,1752334383.0,1752334383,-67.5602,47.2061,11254.74,False,259.68,222.19,-1.95,,11765.28,5623,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11254.74,259.68,222.19,North America
a68ad4,,United States,1752334382.0,1752334382,-99.2344,19.5014,3657.6,False,135.18,175.63,-4.55,,4015.74,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3657.6,135.18,175.63,North America
4ca647,RYR59UU,Ireland,1752334383.0,1752334383,-4.4754,47.5073,10668.0,False,226.86,194.98,0.0,,11079.48,1173,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,226.86,194.98,Europe
a2b12d,UAL1161,United States,1752334384.0,1752334384,-97.6881,27.5196,10972.8,False,240.59,234.13,0.0,,11620.5,3356,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,240.59,234.13,North America
aacad4,CKS297,United States,1752334383.0,1752334384,-80.0438,43.2011,647.7,False,92.1,107.22,-4.23,,662.94,5733,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,647.7,92.1,107.22,North America
a38141,DAL920,United States,1752334384.0,1752334384,-113.3868,40.8427,5890.26,False,200.12,270.0,6.18,,6240.78,6046,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,5890.26,200.12,270.0,North America
abb775,DAL279,United States,1752334384.0,1752334384,-71.2738,43.3754,12192.0,False,241.94,221.72,0.0,,12755.88,0735,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,241.94,221.72,North America
ac7452,EJA901,United States,1752334384.0,1752334384,-81.4674,41.4984,12496.8,False,220.24,81.13,0.33,,13136.88,3172,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12496.8,220.24,81.13,North America
a2b136,UAL1432,United States,1752334248.0,1752334248,-94.0373,28.2888,9745.98,False,231.86,144.3,5.85,,10309.86,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,9745.98,231.86,144.3,North America
a2b133,UAL1096,United States,1752334364.0,1752334378,-94.3336,28.6738,8107.68,False,238.14,144.32,4.55,,8610.6,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8107.68,238.14,144.32,North America
405f12,EZY8191,United Kingdom,1752334338.0,1752334338,16.552,43.4104,10668.0,False,250.45,132.84,0.0,,11094.72,0241,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10668.0,250.45,132.84,Europe
ac6118,UAL1210,United States,1752334384.0,1752334384,-104.809,39.7809,3215.64,False,126.06,180.94,-5.2,,3375.66,1625,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,3215.64,126.06,180.94,North America
a1a47f,N2049N,United States,1752334384.0,1752334384,-95.0198,40.7553,2743.2,False,89.15,176.69,2.28,,2811.78,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,2743.2,89.15,176.69,North America
4bccaa,SXS1WB,Turkey,1752334380.0,1752334383,12.2209,51.418,,True,0.0,106.88,,,,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,,0.0,106.88,Europe
a2615e,UAL1712,United States,1752334384.0,1752334384,-117.1391,32.7213,243.84,False,78.15,286.05,-4.23,,251.46,7314,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,243.84,78.15,286.05,North America
4ca61e,RYR62SH,Ireland,1752334384.0,1752334384,0.0541,53.0994,11277.6,False,222.29,100.4,0.0,,11666.22,6252,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,222.29,100.4,Europe
4ca61f,RYR14FZ,Ireland,1752334383.0,1752334383,13.4875,41.6108,11277.6,False,242.82,143.01,-0.33,,11788.14,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,11277.6,242.82,143.01,Europe
478df2,WIF47X,Norway,1752334383.0,1752334383,8.1605,53.0628,12192.0,False,252.37,189.39,-0.33,,12557.76,0766,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,12192.0,252.37,189.39,Europe
aa7aa6,SWA4432,United States,1752334383.0,1752334383,-84.3709,28.0391,10972.8,False,224.58,213.98,0.0,,11635.74,7031,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,224.58,213.98,North America
486741,KLM75A,Kingdom of the Netherlands,1752334384.0,1752334384,0.1545,54.1285,10972.8,False,239.17,310.03,-0.33,,11414.76,6260,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,239.17,310.03,Europe
a32acf,DAL1580,United States,1752334384.0,1752334384,-81.3901,30.4055,8435.34,False,237.97,357.15,2.6,,8968.74,1401,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,8435.34,237.97,357.15,North America
4ca61b,RYR4FN,Ireland,1752334384.0,1752334384,13.7366,51.2696,10972.8,False,229.61,243.09,0.0,,11209.02,7542,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,10972.8,229.61,243.09,Europe
4ca61c,RYR56NT,Ireland,1752334384.0,1752334384,-0.0016,51.8194,891.54,False,102.84,167.28,-0.33,,990.6,3505,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,891.54,102.84,167.28,Europe
4ca61d,RYR564V,Ireland,1752334384.0,1752334384,12.32,55.3159,1440.18,False,112.5,280.54,-1.95,,1493.52,7353,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1440.18,112.5,280.54,Europe
486740,KLM71A,Kingdom of the Netherlands,1752334384.0,1752334384,8.5773,55.5587,1950.72,False,132.89,38.56,-7.8,,2042.16,1000,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,1950.72,132.89,38.56,Europe
a81ab4,N621HS,United States,1752334240.0,1752334279,-88.3369,42.1885,579.12,False,58.28,85.95,-2.93,,548.64,,False,0,opensky,2025-07-12T15:33:07.832100,1752334385,579.12,58.28,85.95,North America
