flight_number,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,aircraft_type,status,gate,extraction_date,data_source,flight_type,flight_duration_minutes
TG9785,TG,BAQ,XMN,2025-07-12 21:45:00,2025-07-13 01:00:00,A320,Delayed,A37,2025-07-12,schedule,scheduled,195.0
KQ3071,KQ,WJU,AEP,2025-07-12 08:00:00,2025-07-12 11:00:00,A350,Cancelled,B45,2025-07-12,schedule,scheduled,180.0
EY317,EY,PRG,WJU,2025-07-12 06:30:00,2025-07-12 11:00:00,B737,Delayed,A10,2025-07-12,schedule,scheduled,270.0
DT1666,DT,CLO,PYO,2025-07-13 00:30:00,2025-07-13 07:00:00,B787,Delayed,D21,2025-07-12,schedule,scheduled,390.0
QR6487,QR,ASW,JNB,2025-07-12 10:15:00,2025-07-12 12:30:00,B787,On Time,A48,2025-07-12,schedule,scheduled,135.0
LA6178,LA,RAK,TCP,2025-07-12 14:30:00,2025-07-12 20:30:00,B787,Cancelled,D49,2025-07-12,schedule,scheduled,360.0
SY3876,SY,OSL,SDU,2025-07-12 18:30:00,2025-07-12 19:30:00,B737,On Time,A43,2025-07-12,schedule,scheduled,60.0
SN1319,SN,BAQ,CZM,2025-07-12 10:45:00,2025-07-12 16:00:00,A350,On Time,B22,2025-07-12,schedule,scheduled,315.0
EK2058,EK,YNY,BFN,2025-07-12 21:00:00,2025-07-12 22:15:00,B787,On Time,C29,2025-07-12,schedule,scheduled,75.0
TP3367,TP,LIS,DRW,2025-07-12 19:15:00,2025-07-12 20:30:00,B737,Delayed,A38,2025-07-12,schedule,scheduled,75.0
TD7880,TD,LXR,ZUR,2025-07-12 13:15:00,2025-07-12 15:45:00,B737,Delayed,A12,2025-07-12,schedule,scheduled,150.0
WF4975,WF,EBL,ZQN,2025-07-12 11:15:00,2025-07-12 17:30:00,A320,Scheduled,D25,2025-07-12,schedule,scheduled,375.0
EK8485,EK,YYZ,DEN,2025-07-12 22:15:00,2025-07-13 04:45:00,B777,Scheduled,B5,2025-07-12,schedule,scheduled,390.0
AF5071,AF,HTY,SLL,2025-07-12 19:30:00,2025-07-12 20:30:00,B777,Cancelled,C50,2025-07-12,schedule,scheduled,60.0
WJ2270,WJ,OTP,LED,2025-07-12 22:30:00,2025-07-13 02:15:00,B777,Delayed,D41,2025-07-12,schedule,scheduled,225.0
WJ7965,WJ,JRS,ASW,2025-07-12 12:15:00,2025-07-12 14:00:00,A320,On Time,D2,2025-07-12,schedule,scheduled,105.0
SY3333,SY,CNX,DJE,2025-07-12 18:45:00,2025-07-12 22:00:00,B737,Cancelled,A20,2025-07-12,schedule,scheduled,195.0
MH2419,MH,CDG,HYD,2025-07-12 09:45:00,2025-07-12 16:30:00,A320,Delayed,B3,2025-07-12,schedule,scheduled,405.0
WS1951,WS,LIS,OTP,2025-07-12 06:30:00,2025-07-12 11:15:00,B787,Cancelled,B24,2025-07-12,schedule,scheduled,285.0
IC2964,IC,LGA,ENU,2025-07-12 08:00:00,2025-07-12 14:45:00,B777,Cancelled,D1,2025-07-12,schedule,scheduled,405.0
AD9752,AD,AMD,ATL,2025-07-12 07:45:00,2025-07-12 14:00:00,B737,Scheduled,B49,2025-07-12,schedule,scheduled,375.0
UU4495,UU,ROV,GIG,2025-07-13 00:45:00,2025-07-13 05:30:00,A320,Scheduled,B9,2025-07-12,schedule,scheduled,285.0
WS2057,WS,GAE,ROV,2025-07-12 14:30:00,2025-07-12 17:30:00,B787,Delayed,B14,2025-07-12,schedule,scheduled,180.0
CM8334,CM,GRJ,SHC,2025-07-12 15:00:00,2025-07-12 21:15:00,A350,Delayed,C19,2025-07-12,schedule,scheduled,375.0
OK5113,OK,DMK,DME,2025-07-12 17:15:00,2025-07-12 20:30:00,A350,Delayed,C13,2025-07-12,schedule,scheduled,195.0
IX9133,IX,DPS,LSC,2025-07-12 15:15:00,2025-07-12 16:15:00,B737,Cancelled,C40,2025-07-12,schedule,scheduled,60.0
WJ3358,WJ,HIJ,CRK,2025-07-12 17:15:00,2025-07-12 23:30:00,B737,Scheduled,C40,2025-07-12,schedule,scheduled,375.0
PD3447,PD,MIA,AMD,2025-07-12 07:00:00,2025-07-12 13:45:00,A350,Delayed,B2,2025-07-12,schedule,scheduled,405.0
JQ8463,JQ,JNB,LXR,2025-07-12 15:00:00,2025-07-12 16:00:00,A320,Delayed,B43,2025-07-12,schedule,scheduled,60.0
AC6854,AC,ASW,CUN,2025-07-12 12:00:00,2025-07-12 17:30:00,B737,Delayed,A38,2025-07-12,schedule,scheduled,330.0
LX8897,LX,ANF,CTS,2025-07-12 14:00:00,2025-07-12 15:00:00,A350,Scheduled,A9,2025-07-12,schedule,scheduled,60.0
AC7151,AC,GAE,GOI,2025-07-12 16:15:00,2025-07-12 18:30:00,B737,Delayed,A41,2025-07-12,schedule,scheduled,135.0
AV8852,AV,PHC,PVG,2025-07-12 14:30:00,2025-07-12 18:30:00,B787,Scheduled,B26,2025-07-12,schedule,scheduled,240.0
VY8901,VY,NJF,ZUR,2025-07-12 09:00:00,2025-07-12 13:45:00,B737,On Time,C46,2025-07-12,schedule,scheduled,285.0
I58924,I5,LIS,EZE,2025-07-12 21:00:00,2025-07-13 02:30:00,A320,Cancelled,D34,2025-07-12,schedule,scheduled,330.0
ME9941,ME,GDL,DUR,2025-07-12 11:15:00,2025-07-12 13:15:00,A320,Delayed,D20,2025-07-12,schedule,scheduled,120.0
DJ2102,DJ,JRS,YOW,2025-07-12 16:00:00,2025-07-12 17:30:00,B737,Cancelled,B30,2025-07-12,schedule,scheduled,90.0
BL2755,BL,PHL,TAB,2025-07-12 11:30:00,2025-07-12 12:45:00,B787,Cancelled,D40,2025-07-12,schedule,scheduled,75.0
F95174,F9,TTT,MUH,2025-07-12 18:30:00,2025-07-12 20:45:00,B737,Cancelled,B11,2025-07-12,schedule,scheduled,135.0
LA5568,LA,SFS,COK,2025-07-12 16:15:00,2025-07-12 19:15:00,B787,Delayed,D31,2025-07-12,schedule,scheduled,180.0
VY6080,VY,RUH,ADB,2025-07-12 16:45:00,2025-07-12 20:00:00,B787,Scheduled,B42,2025-07-12,schedule,scheduled,195.0
WF3715,WF,CWB,ASW,2025-07-12 21:30:00,2025-07-12 23:30:00,B777,Cancelled,D35,2025-07-12,schedule,scheduled,120.0
FZ3097,FZ,BEV,EMY,2025-07-12 18:45:00,2025-07-12 22:45:00,A350,Scheduled,D14,2025-07-12,schedule,scheduled,240.0
TP4991,TP,OTP,IST,2025-07-12 11:30:00,2025-07-12 16:00:00,A320,Delayed,A6,2025-07-12,schedule,scheduled,270.0
DL8196,DL,HND,SHC,2025-07-12 17:15:00,2025-07-12 19:15:00,B777,Delayed,C11,2025-07-12,schedule,scheduled,120.0
DT4980,DT,IKT,LST,2025-07-12 15:00:00,2025-07-12 16:15:00,B787,On Time,A12,2025-07-12,schedule,scheduled,75.0
NK1482,NK,REC,LIS,2025-07-12 09:00:00,2025-07-12 10:15:00,A320,Delayed,D24,2025-07-12,schedule,scheduled,75.0
IR5200,IR,AMS,ADB,2025-07-12 16:15:00,2025-07-12 22:00:00,A320,Cancelled,A42,2025-07-12,schedule,scheduled,345.0
MS5777,MS,AMM,BNE,2025-07-12 15:45:00,2025-07-12 20:00:00,B787,Delayed,C4,2025-07-12,schedule,scheduled,255.0
JU3567,JU,CMN,DMM,2025-07-12 19:00:00,2025-07-12 22:45:00,B787,Cancelled,B16,2025-07-12,schedule,scheduled,225.0
PC3785,PC,MFK,KSW,2025-07-12 09:00:00,2025-07-12 11:15:00,B787,Cancelled,D36,2025-07-12,schedule,scheduled,135.0
WN7426,WN,CLT,RMQ,2025-07-12 16:45:00,2025-07-12 18:15:00,B737,Scheduled,A2,2025-07-12,schedule,scheduled,90.0
AV2730,AV,BLR,SSH,2025-07-12 07:15:00,2025-07-12 08:30:00,B737,Cancelled,C50,2025-07-12,schedule,scheduled,75.0
W67989,W6,TOE,IPC,2025-07-12 06:15:00,2025-07-12 07:15:00,B787,Scheduled,C25,2025-07-12,schedule,scheduled,60.0
TG3838,TG,GAE,JUL,2025-07-12 14:30:00,2025-07-12 20:30:00,A350,Delayed,B23,2025-07-12,schedule,scheduled,360.0
VA5728,VA,OVB,CHM,2025-07-12 13:15:00,2025-07-12 18:30:00,B787,Scheduled,B9,2025-07-12,schedule,scheduled,315.0
JU635,JU,ZAL,IKT,2025-07-12 10:45:00,2025-07-12 15:00:00,B737,On Time,C12,2025-07-12,schedule,scheduled,255.0
UK955,UK,RMQ,EWR,2025-07-12 09:00:00,2025-07-12 13:00:00,B787,Scheduled,D14,2025-07-12,schedule,scheduled,240.0
JU9030,JU,VIE,HEL,2025-07-12 14:15:00,2025-07-12 20:00:00,A350,Scheduled,C30,2025-07-12,schedule,scheduled,345.0
WS9785,WS,AKR,AYP,2025-07-12 11:30:00,2025-07-12 14:30:00,B737,Scheduled,C9,2025-07-12,schedule,scheduled,180.0
D87354,D8,SLA,ROV,2025-07-12 10:30:00,2025-07-12 15:15:00,B777,Delayed,C19,2025-07-12,schedule,scheduled,285.0
BL3626,BL,BRU,LIS,2025-07-12 07:45:00,2025-07-12 14:30:00,B737,On Time,B20,2025-07-12,schedule,scheduled,405.0
AI1245,AI,VIE,CWB,2025-07-12 16:45:00,2025-07-12 23:00:00,B787,On Time,C43,2025-07-12,schedule,scheduled,375.0
LO428,LO,SDU,BOM,2025-07-12 08:15:00,2025-07-12 11:30:00,A320,Delayed,D32,2025-07-12,schedule,scheduled,195.0
TT2260,TT,PHX,CJC,2025-07-12 10:15:00,2025-07-12 14:45:00,A350,Scheduled,B11,2025-07-12,schedule,scheduled,270.0
QZ685,QZ,ATH,TRU,2025-07-12 09:45:00,2025-07-12 14:30:00,B787,Cancelled,C26,2025-07-12,schedule,scheduled,285.0
IX6385,IX,ABV,ATF,2025-07-12 18:30:00,2025-07-12 23:45:00,A320,On Time,B31,2025-07-12,schedule,scheduled,315.0
SN7248,SN,ADZ,JED,2025-07-12 08:45:00,2025-07-12 15:00:00,A350,Delayed,B44,2025-07-12,schedule,scheduled,375.0
CI3577,CI,COK,CJC,2025-07-12 16:30:00,2025-07-12 23:00:00,B737,Scheduled,B12,2025-07-12,schedule,scheduled,390.0
G31505,G3,DIR,ATH,2025-07-12 18:45:00,2025-07-13 00:15:00,B737,Scheduled,D31,2025-07-12,schedule,scheduled,330.0
AZ5193,AZ,EZE,RSU,2025-07-13 00:30:00,2025-07-13 03:30:00,B737,Delayed,A27,2025-07-12,schedule,scheduled,180.0
KE1159,KE,UFA,NRT,2025-07-12 06:15:00,2025-07-12 09:15:00,B787,Delayed,B8,2025-07-12,schedule,scheduled,180.0
P56025,P5,ILR,CEB,2025-07-12 10:30:00,2025-07-12 11:30:00,B787,Delayed,C50,2025-07-12,schedule,scheduled,60.0
AR4373,AR,JOS,SHC,2025-07-12 19:45:00,2025-07-13 01:15:00,B787,Scheduled,C17,2025-07-12,schedule,scheduled,330.0
JJ5244,JJ,PNQ,MAD,2025-07-12 12:45:00,2025-07-12 15:00:00,B777,On Time,D3,2025-07-12,schedule,scheduled,135.0
AA7581,AA,NGO,VIE,2025-07-12 09:30:00,2025-07-12 10:45:00,B777,Delayed,A24,2025-07-12,schedule,scheduled,75.0
VA1464,VA,ZCO,WCA,2025-07-12 17:00:00,2025-07-12 19:00:00,A350,Scheduled,D48,2025-07-12,schedule,scheduled,120.0
DT5307,DT,BJX,KUL,2025-07-12 06:15:00,2025-07-12 09:45:00,A350,Cancelled,C4,2025-07-12,schedule,scheduled,210.0
SW4995,SW,KHH,BGA,2025-07-12 22:00:00,2025-07-13 01:45:00,B777,On Time,D28,2025-07-12,schedule,scheduled,225.0
TT3184,TT,AXM,SSH,2025-07-12 18:45:00,2025-07-12 22:30:00,B777,Cancelled,B10,2025-07-12,schedule,scheduled,225.0
SY9194,SY,SFA,USN,2025-07-12 16:45:00,2025-07-12 18:15:00,B737,Cancelled,C5,2025-07-12,schedule,scheduled,90.0
RO3658,RO,DJE,WAW,2025-07-13 00:15:00,2025-07-13 01:15:00,B787,Scheduled,D24,2025-07-12,schedule,scheduled,60.0
PX6335,PX,AUH,GNI,2025-07-12 21:30:00,2025-07-13 00:00:00,B777,Delayed,D27,2025-07-12,schedule,scheduled,150.0
I51707,I5,MIA,ZAL,2025-07-12 13:15:00,2025-07-12 14:15:00,A320,Cancelled,B30,2025-07-12,schedule,scheduled,60.0
CM3940,CM,PYO,AYT,2025-07-12 20:45:00,2025-07-12 22:30:00,B737,On Time,C14,2025-07-12,schedule,scheduled,105.0
RJ2854,RJ,TNG,PHL,2025-07-12 13:30:00,2025-07-12 16:15:00,B777,Delayed,C18,2025-07-12,schedule,scheduled,165.0
IX3679,IX,AMM,KHH,2025-07-12 22:45:00,2025-07-13 01:45:00,B737,Delayed,C15,2025-07-12,schedule,scheduled,180.0
SB4771,SB,SSA,SIN,2025-07-12 15:30:00,2025-07-12 20:00:00,B787,Delayed,A38,2025-07-12,schedule,scheduled,270.0
SV9187,SV,ZCO,JOS,2025-07-12 07:15:00,2025-07-12 14:00:00,A320,Delayed,A1,2025-07-12,schedule,scheduled,405.0
HV3254,HV,DPS,YWG,2025-07-12 10:15:00,2025-07-12 12:00:00,B737,On Time,C43,2025-07-12,schedule,scheduled,105.0
WF3450,WF,GPS,DJE,2025-07-12 20:45:00,2025-07-12 23:00:00,B787,Scheduled,B20,2025-07-12,schedule,scheduled,135.0
AR8365,AR,LAX,TOE,2025-07-12 08:45:00,2025-07-12 13:45:00,A320,Delayed,A12,2025-07-12,schedule,scheduled,300.0
OZ8036,OZ,XMS,LLI,2025-07-12 16:15:00,2025-07-12 20:30:00,B787,Scheduled,D11,2025-07-12,schedule,scheduled,255.0
TS5020,TS,GIG,DLM,2025-07-12 15:30:00,2025-07-12 21:30:00,A350,On Time,C42,2025-07-12,schedule,scheduled,360.0
FZ202,FZ,HKT,ATL,2025-07-12 16:15:00,2025-07-12 20:45:00,B737,Cancelled,C37,2025-07-12,schedule,scheduled,270.0
U2492,U2,COK,EUN,2025-07-12 06:00:00,2025-07-12 10:15:00,B737,Cancelled,B22,2025-07-12,schedule,scheduled,255.0
GF8599,GF,CJU,ADB,2025-07-12 15:30:00,2025-07-12 19:15:00,A320,Delayed,A35,2025-07-12,schedule,scheduled,225.0
LX7171,LX,YNY,MZG,2025-07-12 11:45:00,2025-07-12 13:30:00,B737,Delayed,A1,2025-07-12,schedule,scheduled,105.0
DL2961,DL,VDA,AMS,2025-07-12 15:45:00,2025-07-12 17:30:00,A320,Scheduled,A26,2025-07-12,schedule,scheduled,105.0
AY3923,AY,KUL,MTY,2025-07-12 18:45:00,2025-07-12 21:15:00,B787,On Time,A3,2025-07-12,schedule,scheduled,150.0
IB5722,IB,CZM,PLZ,2025-07-12 14:30:00,2025-07-12 21:15:00,A320,Delayed,D41,2025-07-12,schedule,scheduled,405.0
BA4863,BA,SIN,SAW,2025-07-12 23:45:00,2025-07-13 01:15:00,B737,Scheduled,D8,2025-07-12,schedule,scheduled,90.0
SY9445,SY,HYD,CPT,2025-07-12 09:30:00,2025-07-12 14:15:00,B737,Scheduled,B30,2025-07-12,schedule,scheduled,285.0
YM7080,YM,CWB,JIJ,2025-07-12 09:00:00,2025-07-12 12:45:00,B787,On Time,C21,2025-07-12,schedule,scheduled,225.0
HV4420,HV,CUE,WAW,2025-07-12 06:15:00,2025-07-12 07:30:00,B777,Cancelled,C44,2025-07-12,schedule,scheduled,75.0
LH5287,LH,ILR,AMD,2025-07-12 11:15:00,2025-07-12 16:00:00,B777,Delayed,B30,2025-07-12,schedule,scheduled,285.0
MS4869,MS,RMF,ADL,2025-07-12 06:45:00,2025-07-12 10:15:00,B787,Scheduled,C38,2025-07-12,schedule,scheduled,210.0
TS6825,TS,PVG,ORD,2025-07-12 13:00:00,2025-07-12 14:00:00,B787,Cancelled,B30,2025-07-12,schedule,scheduled,60.0
MS584,MS,MEX,ILO,2025-07-12 07:15:00,2025-07-12 11:15:00,A350,Scheduled,A50,2025-07-12,schedule,scheduled,240.0
VN5467,VN,KRR,JUL,2025-07-12 10:30:00,2025-07-12 15:15:00,B737,Scheduled,A40,2025-07-12,schedule,scheduled,285.0
TP8975,TP,HRG,MZG,2025-07-12 21:15:00,2025-07-12 22:30:00,B787,On Time,D16,2025-07-12,schedule,scheduled,75.0
FR3707,FR,WLG,CAI,2025-07-12 14:30:00,2025-07-12 18:00:00,B777,Delayed,A6,2025-07-12,schedule,scheduled,210.0
XG6100,XG,CPH,IAD,2025-07-12 11:00:00,2025-07-12 16:45:00,A350,Scheduled,B1,2025-07-12,schedule,scheduled,345.0
WJ6500,WJ,KAN,MFK,2025-07-12 16:00:00,2025-07-12 18:30:00,B787,Delayed,B14,2025-07-12,schedule,scheduled,150.0
LH7529,LH,ZCO,SCY,2025-07-13 00:00:00,2025-07-13 02:30:00,B737,Cancelled,B3,2025-07-12,schedule,scheduled,150.0
KL6921,KL,GZT,CLT,2025-07-12 06:45:00,2025-07-12 08:45:00,B737,Scheduled,D34,2025-07-12,schedule,scheduled,120.0
IX4345,IX,YYC,TUU,2025-07-12 22:45:00,2025-07-13 00:30:00,B777,Cancelled,B27,2025-07-12,schedule,scheduled,105.0
SB9661,SB,TZX,LST,2025-07-12 11:30:00,2025-07-12 14:45:00,A350,Scheduled,D3,2025-07-12,schedule,scheduled,195.0
AY8828,AY,CHC,SVO,2025-07-12 10:30:00,2025-07-12 15:45:00,A350,Scheduled,A48,2025-07-12,schedule,scheduled,315.0
SJ271,SJ,IVC,TUU,2025-07-12 11:00:00,2025-07-12 14:00:00,A320,On Time,C22,2025-07-12,schedule,scheduled,180.0
I56900,I5,ATL,SEA,2025-07-12 10:00:00,2025-07-12 11:00:00,A350,Scheduled,C28,2025-07-12,schedule,scheduled,60.0
P59602,P5,TCP,GYE,2025-07-12 21:45:00,2025-07-13 01:30:00,A350,Scheduled,B14,2025-07-12,schedule,scheduled,225.0
AS3424,AS,MIR,MEL,2025-07-12 10:30:00,2025-07-12 14:30:00,A350,Delayed,C15,2025-07-12,schedule,scheduled,240.0
UA2679,UA,PIU,FEZ,2025-07-12 08:15:00,2025-07-12 11:00:00,B787,On Time,A8,2025-07-12,schedule,scheduled,165.0
WJ2429,WJ,ZQN,TNG,2025-07-12 18:15:00,2025-07-12 23:30:00,A350,Cancelled,D7,2025-07-12,schedule,scheduled,315.0
WS3268,WS,CAN,NQN,2025-07-12 07:00:00,2025-07-12 08:45:00,B777,Delayed,C48,2025-07-12,schedule,scheduled,105.0
UK6165,UK,MEX,JFK,2025-07-12 07:45:00,2025-07-12 12:15:00,B777,On Time,B31,2025-07-12,schedule,scheduled,270.0
EK4197,EK,CAN,GDL,2025-07-12 18:30:00,2025-07-13 01:15:00,B787,On Time,C45,2025-07-12,schedule,scheduled,405.0
B63972,B6,GAE,AGA,2025-07-12 11:45:00,2025-07-12 18:15:00,B777,Cancelled,D29,2025-07-12,schedule,scheduled,390.0
CM9089,CM,YQB,IST,2025-07-12 11:15:00,2025-07-12 18:00:00,B737,Scheduled,B13,2025-07-12,schedule,scheduled,405.0
JJ321,JJ,KHH,PER,2025-07-13 00:15:00,2025-07-13 05:15:00,A320,Scheduled,C3,2025-07-12,schedule,scheduled,300.0
WJ1934,WJ,HFA,BJR,2025-07-12 11:00:00,2025-07-12 16:00:00,A350,Delayed,A44,2025-07-12,schedule,scheduled,300.0
W58497,W5,MZG,CZM,2025-07-12 08:15:00,2025-07-12 13:15:00,B777,Scheduled,B23,2025-07-12,schedule,scheduled,300.0
ET8744,ET,HKT,IVC,2025-07-12 15:45:00,2025-07-12 22:30:00,B787,Delayed,D12,2025-07-12,schedule,scheduled,405.0
6E2713,6E,PMC,CJU,2025-07-12 20:45:00,2025-07-13 00:00:00,A350,Scheduled,B41,2025-07-12,schedule,scheduled,195.0
CX5263,CX,NGO,ARN,2025-07-12 15:30:00,2025-07-12 21:45:00,A350,Cancelled,C30,2025-07-12,schedule,scheduled,375.0
BA2256,BA,SHC,GRU,2025-07-13 00:00:00,2025-07-13 02:00:00,A320,Cancelled,B33,2025-07-12,schedule,scheduled,120.0
UA3515,UA,CTG,BAQ,2025-07-12 18:45:00,2025-07-12 23:00:00,B787,Delayed,D35,2025-07-12,schedule,scheduled,255.0
AR8191,AR,PRG,BUD,2025-07-12 21:00:00,2025-07-12 22:00:00,A350,Delayed,D47,2025-07-12,schedule,scheduled,60.0
ME6943,ME,ASW,PYO,2025-07-12 08:00:00,2025-07-12 12:30:00,B737,Cancelled,C10,2025-07-12,schedule,scheduled,270.0
LP2447,LP,ELS,CUZ,2025-07-12 22:00:00,2025-07-13 04:15:00,B777,On Time,C13,2025-07-12,schedule,scheduled,375.0
RO6057,RO,CPT,KRR,2025-07-12 10:45:00,2025-07-12 15:15:00,B787,Delayed,B42,2025-07-12,schedule,scheduled,270.0
MH3001,MH,MSP,RMF,2025-07-12 16:00:00,2025-07-12 22:00:00,B787,Cancelled,C40,2025-07-12,schedule,scheduled,360.0
TK5557,TK,LST,ELS,2025-07-12 22:15:00,2025-07-12 23:45:00,B737,Cancelled,B9,2025-07-12,schedule,scheduled,90.0
G31957,G3,CEB,YNY,2025-07-12 07:00:00,2025-07-12 11:15:00,B787,Cancelled,A38,2025-07-12,schedule,scheduled,255.0
W53354,W5,LLI,DIR,2025-07-12 17:00:00,2025-07-12 19:15:00,B777,Scheduled,A4,2025-07-12,schedule,scheduled,135.0
FD7356,FD,DFW,VOG,2025-07-12 16:30:00,2025-07-12 21:45:00,A350,Delayed,A15,2025-07-12,schedule,scheduled,315.0
RJ1710,RJ,PUQ,SEA,2025-07-12 10:45:00,2025-07-12 12:00:00,B777,Scheduled,A41,2025-07-12,schedule,scheduled,75.0
BL8690,BL,PHC,DEN,2025-07-12 20:30:00,2025-07-13 03:00:00,A350,Scheduled,C8,2025-07-12,schedule,scheduled,390.0
PC4308,PC,DRW,SFS,2025-07-12 06:30:00,2025-07-12 09:00:00,B777,On Time,B39,2025-07-12,schedule,scheduled,150.0
IB9838,IB,BFN,WLG,2025-07-12 16:30:00,2025-07-12 20:30:00,B787,Cancelled,C37,2025-07-12,schedule,scheduled,240.0
TG2733,TG,CNF,YNY,2025-07-12 20:00:00,2025-07-12 23:00:00,A320,Delayed,B23,2025-07-12,schedule,scheduled,180.0
JJ6765,JJ,ARN,SAW,2025-07-12 23:15:00,2025-07-13 04:45:00,A320,Scheduled,C40,2025-07-12,schedule,scheduled,330.0
SA9963,SA,JUL,BRC,2025-07-12 09:45:00,2025-07-12 11:00:00,A350,Delayed,C24,2025-07-12,schedule,scheduled,75.0
D82612,D8,MTZ,ETM,2025-07-12 08:45:00,2025-07-12 11:00:00,A320,On Time,C34,2025-07-12,schedule,scheduled,135.0
BT4263,BT,USN,OTP,2025-07-12 06:15:00,2025-07-12 12:45:00,B737,Cancelled,C20,2025-07-12,schedule,scheduled,390.0
LP9361,LP,MZG,YHZ,2025-07-13 00:30:00,2025-07-13 03:00:00,B777,Scheduled,B50,2025-07-12,schedule,scheduled,150.0
CI2054,CI,DMK,TRU,2025-07-12 18:15:00,2025-07-13 00:45:00,B737,Delayed,B31,2025-07-12,schedule,scheduled,390.0
UK352,UK,BJV,PUQ,2025-07-12 13:15:00,2025-07-12 19:15:00,B777,Delayed,A49,2025-07-12,schedule,scheduled,360.0
PK1744,PK,MED,DVO,2025-07-12 23:45:00,2025-07-13 04:15:00,A350,Cancelled,D5,2025-07-12,schedule,scheduled,270.0
OS4183,OS,BSB,OOL,2025-07-12 18:30:00,2025-07-12 22:15:00,B737,Delayed,B36,2025-07-12,schedule,scheduled,225.0
GF1075,GF,NKG,HMO,2025-07-12 23:45:00,2025-07-13 05:00:00,A320,Cancelled,A16,2025-07-12,schedule,scheduled,315.0
SN6440,SN,DME,AMD,2025-07-12 16:00:00,2025-07-12 20:30:00,B787,Cancelled,D20,2025-07-12,schedule,scheduled,270.0
CX6844,CX,VIE,SAW,2025-07-12 19:15:00,2025-07-12 21:00:00,A350,Delayed,D21,2025-07-12,schedule,scheduled,105.0
AR5903,AR,KHH,ILR,2025-07-12 16:00:00,2025-07-12 21:15:00,A350,On Time,D9,2025-07-12,schedule,scheduled,315.0
FD6707,FD,AXM,BRC,2025-07-12 06:45:00,2025-07-12 08:00:00,B737,Delayed,A40,2025-07-12,schedule,scheduled,75.0
AV8962,AV,OKA,PRG,2025-07-12 10:00:00,2025-07-12 14:45:00,B737,Cancelled,B34,2025-07-12,schedule,scheduled,285.0
SN9284,SN,ASW,EMY,2025-07-12 21:30:00,2025-07-12 23:15:00,B737,Scheduled,C41,2025-07-12,schedule,scheduled,105.0
SA5434,SA,HBA,CRK,2025-07-13 00:45:00,2025-07-13 07:30:00,B777,On Time,C23,2025-07-12,schedule,scheduled,405.0
TP413,TP,JED,TUN,2025-07-12 22:30:00,2025-07-13 01:00:00,B737,Delayed,D34,2025-07-12,schedule,scheduled,150.0
JJ9941,JJ,ELS,RSU,2025-07-12 14:15:00,2025-07-12 20:00:00,A320,Delayed,D37,2025-07-12,schedule,scheduled,345.0
KL5875,KL,MAA,TAE,2025-07-12 11:15:00,2025-07-12 15:00:00,A320,Cancelled,D45,2025-07-12,schedule,scheduled,225.0
SK6953,SK,IKT,COK,2025-07-12 11:15:00,2025-07-12 13:00:00,A350,On Time,C13,2025-07-12,schedule,scheduled,105.0
JL1853,JL,PPS,MAA,2025-07-12 15:00:00,2025-07-12 20:00:00,B737,Delayed,C1,2025-07-12,schedule,scheduled,300.0
OZ2335,OZ,HEL,TUU,2025-07-12 19:45:00,2025-07-13 02:15:00,A350,Cancelled,C18,2025-07-12,schedule,scheduled,390.0
D87570,D8,SLL,TOE,2025-07-12 14:45:00,2025-07-12 18:00:00,B777,Cancelled,C46,2025-07-12,schedule,scheduled,195.0
QR5718,QR,MED,SZX,2025-07-12 23:30:00,2025-07-13 03:30:00,B787,Delayed,B34,2025-07-12,schedule,scheduled,240.0
LO2448,LO,LGA,FOR,2025-07-12 07:30:00,2025-07-12 12:00:00,B777,Cancelled,D17,2025-07-12,schedule,scheduled,270.0
SQ5780,SQ,GDL,EJA,2025-07-12 12:45:00,2025-07-12 14:15:00,A350,Cancelled,B39,2025-07-12,schedule,scheduled,90.0
GF2591,GF,CPH,GOI,2025-07-12 14:00:00,2025-07-12 19:15:00,B777,Cancelled,C39,2025-07-12,schedule,scheduled,315.0
MP781,MP,MFK,FCO,2025-07-12 17:30:00,2025-07-12 19:15:00,B737,Scheduled,B1,2025-07-12,schedule,scheduled,105.0
WN2379,WN,REC,FUK,2025-07-12 12:00:00,2025-07-12 18:30:00,B737,On Time,C20,2025-07-12,schedule,scheduled,390.0
JQ7031,JQ,WJU,RMQ,2025-07-12 15:30:00,2025-07-12 21:00:00,B777,Delayed,B31,2025-07-12,schedule,scheduled,330.0
RO7519,RO,CDG,KWJ,2025-07-12 07:45:00,2025-07-12 14:15:00,B777,Delayed,D30,2025-07-12,schedule,scheduled,390.0
OZ3057,OZ,BKK,AMS,2025-07-12 19:30:00,2025-07-13 01:00:00,B737,Scheduled,C20,2025-07-12,schedule,scheduled,330.0
AV5545,AV,PHL,SVO,2025-07-12 13:30:00,2025-07-12 17:45:00,A350,Cancelled,D31,2025-07-12,schedule,scheduled,255.0
FJ7087,FJ,ANF,PHL,2025-07-13 00:00:00,2025-07-13 05:30:00,B787,Cancelled,A31,2025-07-12,schedule,scheduled,330.0
VJ1290,VJ,CUN,WAW,2025-07-12 13:45:00,2025-07-12 14:45:00,B787,Scheduled,A24,2025-07-12,schedule,scheduled,60.0
TS5519,TS,TLV,CWB,2025-07-12 08:45:00,2025-07-12 12:15:00,B737,Cancelled,A11,2025-07-12,schedule,scheduled,210.0
